Field_ID,unique_ID,OffRoad_ID,OffRoad,Survey_Event_ID,Observer,Year,Survey_Date,Visit,Survey_Time,Wind,Temp,Sky_Code,Avg_Noise,Max_Noise,OVSP?,Site_Comments,Number_Detected,Lark_ID,Individual_ID,Sex,Age,Distance_Band,Interval_1,Interval_2,Interval_3,Interval_4,Distance_1,Min_1,Min_2,Min_3,Min_4,Min_5,Min_6,Min_7,Min_8,Distance_2,Min_9,Min_10,Min_11,Min_12,Min_13,Min_14,Min_15,Min_16,Distance_3,Min_17,Min_18,Min_19,Min_20,Min_21,Min_22,Min_23,Min_24,PB_Distance_4,Min_25,Min_26,Min_27,PB_Distance_5,Min_28,Min_29,Min_30,Notes,LatUTM,LongUTM,UTM_X,UTM_Y
25_5364-1,5364,,0,800,GRH,2025,5/21/2025,1,10:01:00 AM,,56,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483622.71,4985007.5
25_978-1,978,,0,801,GRH,2025,5/22/2025,1,5:58:00 AM,,50,4,,,0,Dog noticed me at min 4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521855.87,4987202
25_4258-1,4258,,0,802,GRH,2025,5/22/2025,1,6:39:00 AM,,51,4,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503484.5,4986924.5
25_4497-1,4497,,0,803,GRH,2025,5/22/2025,1,7:06:00 AM,,51,2,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495995.06,4986737.5
25_342-1,342,,0,804,GRH,2025,5/22/2025,1,9:34:00 AM,,54,2,,,0,"Pile burns taking place nearby, not too smokey",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494029.56,5003083
25_482-1,482,,0,805,GRH,2025,5/22/2025,1,10:03:00 AM,,55,2,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496524.56,5000404.5
25_3171-1,3171,,0,806,GRH,2025,6/6/2025,1,9:59:00 AM,,71,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501686.71,5046632
25_1358-1,1358,,0,807,GRH,2025,6/6/2025,1,9:09:00 AM,,67,1,,,0,NOHA perched ~300m away,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518495.75,5011216.5
25_5588-1,5588,,0,808,GRH,2025,6/6/2025,1,7:56:00 AM,,60,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495959.25,4935854
25_4963-1,4963,,0,809,GRH,2025,6/6/2025,1,7:37:00 AM,,59,0,,,0,Loud again!,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497402.96,4933567.5
25_4965-1,4965,,0,810,GRH,2025,6/6/2025,1,7:19:00 AM,,58,0,,,0,Loud!,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498702.59,4933580
25_2759-1,2759,,0,811,GRH,2025,6/6/2025,1,7:00:00 AM,,57,0,,,0,only heard once in gap in traffic,1,939,1,M,A,,,,,,188,X,S,X,X,X,X,X,X,,X,X,X,X,X,X,X,X,,X,X,X,X,X,X,X,X,,X,X,X,,X,X,X,,,,517700.84,5009230
25_1992-1,1992,,0,812,GRH,2025,6/6/2025,1,6:39:00 AM,,56,0,,,0,"Lark was over hill, out of view/rangefinder LOS",1,940,1,M,A,,,,,,160,S,S,S,S,X,X,X,X,,X,X,X,S,X,X,X,X,,X,X,X,X,X,X,X,X,,X,X,X,,X,X,X,,,,500298.28,4928541.5
25_4346-1,4346,,0,813,GRH,2025,6/6/2025,1,6:09:00 AM,,55,1,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491222.53,4925250.5
25_1356-1,1356,,0,814,GRH,2025,6/6/2025,1,5:49:00 AM,,54,1,,,0,"Realizing that corn is just a very large, mutated grass. Male skylarking, watched climb, didn't see takeoff pt, rest seen aerially as well",4,941,1,M,A,,,,,,268,X,X,X,X,X,S,X,S,,S,X,S,S,X,X,X,X,,X,X,X,X,X,X,X,X,,X,X,X,,X,X,X,,,,492043.46,4923810
25_1356-1,1356,,0,814,GRH,2025,6/6/2025,1,5:49:00 AM,,54,1,,,0,"Realizing that corn is just a very large, mutated grass. Male skylarking, watched climb, didn't see takeoff pt, rest seen aerially as well",4,942,2,U,A,,,,,,540,X,X,X,X,X,X,X,X,,X,V,V,X,X,X,X,X,,X,X,X,X,X,X,X,X,,X,X,X,,X,X,X,,,,492043.46,4923810
25_1356-1,1356,,0,814,GRH,2025,6/6/2025,1,5:49:00 AM,,54,1,,,0,"Realizing that corn is just a very large, mutated grass. Male skylarking, watched climb, didn't see takeoff pt, rest seen aerially as well",4,943,3,U,A,,,,,,540,X,X,X,X,X,X,X,X,,X,V,X,X,X,X,X,X,,X,X,X,X,X,X,X,X,,X,X,X,,X,X,X,,,,492043.46,4923810
25_1356-1,1356,,0,814,GRH,2025,6/6/2025,1,5:49:00 AM,,54,1,,,0,"Realizing that corn is just a very large, mutated grass. Male skylarking, watched climb, didn't see takeoff pt, rest seen aerially as well",4,944,4,U,A,,,,,,540,X,X,X,X,X,X,X,X,,X,V,X,X,X,X,X,X,,X,X,X,X,X,X,X,X,,X,X,X,,X,X,X,,,,492043.46,4923810
25_671-1,671,,0,815,GRH,2025,6/6/2025,1,5:29:00 AM,,54,1,,,0,,3,945,1,M,A,,,,,,323,S,S,S,S,S,S,S,S,,S,S,S,S,X,X,X,X,,X,X,X,X,X,X,X,X,,X,X,X,,X,X,X,,,,493670.65,4927303.5
25_671-1,671,,0,815,GRH,2025,6/6/2025,1,5:29:00 AM,,54,1,,,0,,3,946,2,M,A,,,,,,154,X,S,S,S,S,S,S,S,,X,S,X,X,X,X,X,X,,X,X,X,X,X,X,X,X,,X,X,X,,X,X,X,,,,493670.65,4927303.5
25_671-1,671,,0,815,GRH,2025,6/6/2025,1,5:29:00 AM,,54,1,,,0,,3,947,3,M,A,,,,,,303,X,X,X,X,X,X,S,S,,S,S,S,X,X,X,X,X,,X,X,X,X,X,X,X,X,,X,X,X,,X,X,X,,,,493670.65,4927303.5
25_1117-1,1117,,0,816,GRH,2025,6/5/2025,1,9:51:00 AM,,58,2,,,0,Quite a bit of CLSW noise,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497822.43,4919906.5
25_1740-1,1740,,0,817,GRH,2025,6/5/2025,1,9:30:00 AM,,57,2,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500653.12,4916221
25_948-1,948,,0,818,GRH,2025,6/5/2025,1,9:09:00 AM,,57,2,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503178.93,4915070
25_5276-1,5276,,0,819,GRH,2025,6/5/2025,1,8:42:00 AM,,55,2,,,0,No visually surveyable habitat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507735.18,4913309
25_4981-1,4981,,0,820,GRH,2025,6/5/2025,1,8:23:00 AM,,55,2,,,0,,1,948,1,M,A,,,,,,,X,X,X,X,S,X,X,X,,X,X,X,X,X,X,X,X,,X,X,X,X,X,X,X,X,,X,X,X,,X,X,X,,,,504400.46,4913563
25_2792-1,2792,,0,821,GRH,2025,6/5/2025,1,7:56:00 AM,,56,2,,,0,Large MAKE hunting in field,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498971.71,4910991
25_5774-1,5774,,0,822,GRH,2025,6/5/2025,1,7:24:00 AM,,54,2,,,0,,1,949,1,M,A,,,,,,131,X,X,X,X,X,X,X,X,,S,X,X,X,X,X,X,X,,X,X,X,X,X,X,X,X,,X,X,X,,X,X,X,,,,494534.65,4896995.5
25_923-1,923,,0,823,GRH,2025,6/5/2025,1,7:01:00 AM,,54,2,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488845.62,4895910.5
25_3707-1,3707,,0,824,GRH,2025,6/5/2025,1,6:24:00 AM,,52,2,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486198.84,4897600.5
25_4732-1,4732,,0,825,GRH,2025,6/5/2025,1,6:03:00 AM,,51,2,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484101.93,4899027.5
25_1074-1,1074,,0,826,GRH,2025,6/5/2025,1,5:40:00 AM,,51,2,,,0,,2,950,1,M,A,,,,,,186,S,S,S,X,X,X,X,X,,X,X,X,X,X,X,X,X,,X,X,X,X,X,X,X,X,,X,X,X,,X,X,X,,,,487118.46,4900696.5
25_1074-1,1074,,0,826,GRH,2025,6/5/2025,1,5:40:00 AM,,51,2,,,0,,2,951,2,M,A,,,,,,161,S,S,X,X,X,X,X,X,,X,X,X,S,X,X,X,X,,X,X,X,X,X,X,X,X,,X,X,X,,X,X,X,,,,487118.46,4900696.5
25_1861-1,1861,,0,827,GRH,2025,6/4/2025,1,9:51:00 AM,,61,1,,,0,Heat shimmer difficult beyong 250m. Otherwise seems like an excellent lark field,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502904.9,4867169.5
25_1325-1,1325,,0,828,GRH,2025,6/4/2025,1,9:08:00 AM,,59,2,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489745.28,4909919.5
25_5464-1,5464,,0,829,GRH,2025,6/4/2025,1,8:50:00 AM,,58,2,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489746.15,4912498.5
25_1101-1,1101,,0,830,GRH,2025,6/4/2025,1,8:33:00 AM,,57,2,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490153.9,4915603
25_1102-1,1102,,0,831,GRH,2025,6/4/2025,1,8:15:00 AM,,57,2,,,0,"F nest material carry, I think into clover field to W of point",2,952,1,M,A,,,,,,55,V,V,V,V,V,V,V,X,,X,X,X,X,X,X,X,X,,X,X,X,X,X,X,X,X,,X,X,X,,X,X,X,,,,490349.4,4916223
25_1102-1,1102,,0,831,GRH,2025,6/4/2025,1,8:15:00 AM,,57,2,,,0,"F nest material carry, I think into clover field to W of point",2,953,2,F,A,,,,,,53,V,V,V,V,V,V,V,V,,X,X,X,X,X,X,X,X,,X,X,X,X,X,X,X,X,,X,X,X,,X,X,X,,,,490349.4,4916223
25_1673-1,1673,,0,832,GRH,2025,6/4/2025,1,7:55:00 AM,,57,2,,,0,"Both detections in very different directions, seperating individuals",2,954,1,M,A,,,,,,263,S,X,X,X,X,X,X,X,,X,X,X,X,X,X,X,X,,X,X,X,X,X,X,X,X,,X,X,X,,X,X,X,,,,489787.21,4916503
25_1673-1,1673,,0,832,GRH,2025,6/4/2025,1,7:55:00 AM,,57,2,,,0,"Both detections in very different directions, seperating individuals",2,955,2,M,A,,,,,,278,X,X,X,X,X,S,X,X,,X,X,X,X,X,X,X,X,,X,X,X,X,X,X,X,X,,X,X,X,,X,X,X,,,,489787.21,4916503
25_1213-1,1213,,0,833,GRH,2025,6/4/2025,1,7:30:00 AM,,56,2,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482845.93,4916704
25_2669-1,2669,,0,834,GRH,2025,6/4/2025,1,7:07:00 AM,,56,2,,,0,Tractor watering (herbiciding?) field during survey,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485219.37,4919432.5
25_1769-1,1769,,0,835,GRH,2025,6/4/2025,1,6:28:00 AM,,55,2,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486359.15,4921073
25_1428-1,1428,,0,836,GRH,2025,6/4/2025,1,6:47:00 AM,,56,2,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486968.62,4919671.5
25_1725-1,1725,,0,837,GRH,2025,6/4/2025,1,6:09:00 AM,,55,2,,,0,"Incessant dog, stopped at minute 5. Excellent WV lark habitat",1,956,1,M,A,,,,,,356,X,X,X,S,X,S,X,X,,X,X,X,X,X,X,X,X,,X,X,X,X,X,X,X,X,,X,X,X,,X,X,X,,,,485853.87,4921965.5
25_550-1,550,,0,838,GRH,2025,6/4/2025,1,5:39:00 AM,,54,2,,,0,"cornfield, ~12in high",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483193.87,4926119.5
25_3719-1,3719,,0,840,CWW,2025,6/12/2025,1,5:50:00 AM,,45,0,,,0,pulloff on loud highway,2,957,1,M,A,,,,,,70,S,S,S,S,X,X,X,X,,X,S,S,S,X,X,X,X,,X,X,X,X,X,X,X,X,,X,X,X,,X,X,X,,,,479172.68,4977249
25_3719-1,3719,,0,840,CWW,2025,6/12/2025,1,5:50:00 AM,,45,0,,,0,pulloff on loud highway,2,958,2,M,A,,,,,,110,X,X,X,S,S,S,X,X,,X,X,X,X,X,X,X,X,,X,X,X,X,X,X,X,X,,X,X,X,,X,X,X,,,,479172.68,4977249
25_5452-1,5452,,0,841,CWW,2025,6/12/2025,1,6:22:00 AM,,45,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478372.12,4978463.5
25_2181-1,2181,,0,842,CWW,2025,6/12/2025,1,7:07:00 AM,,50,0,,,0,kestrel hunting very close to foraging larks,3,959,1,M,A,,,,,,65,C,X,V,V,V,V,V,V,,V,X,X,X,X,X,X,X,,X,X,X,X,X,X,X,X,,X,X,X,,X,X,X,,,,479804.71,4981153
25_2181-1,2181,,0,842,CWW,2025,6/12/2025,1,7:07:00 AM,,50,0,,,0,kestrel hunting very close to foraging larks,3,960,2,M,A,,,,,,74,X,X,V,V,V,V,X,V,,X,X,X,X,X,X,X,X,,X,X,X,X,X,X,X,X,,X,X,X,,X,X,X,,,,479804.71,4981153
25_2181-1,2181,,0,842,CWW,2025,6/12/2025,1,7:07:00 AM,,50,0,,,0,kestrel hunting very close to foraging larks,3,961,3,F,A,,,,,,72,X,X,X,X,X,V,X,X,,X,X,X,X,X,X,X,X,,X,X,X,X,X,X,X,X,,X,X,X,,X,X,X,,,,479804.71,4981153
25_984-1,984,,0,843,CWW,2025,6/12/2025,1,6:47:00 AM,,50,0,,,0,"Young hazels one side, cut hay other - pre-bale",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478237.96,4980342
25_4867-1,4867,,0,844,CWW,2025,6/12/2025,1,7:44:00 AM,,50,0,,,0,no larks,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485246.56,4979698
25_5503-1,5503,,0,845,CWW,2025,6/12/2025,1,8:02:00 AM,,50,0,,,0,"SHLA was heard singing in min 1 and 2 of pre-survey period, then not again until min 12",1,962,1,M,A,,,,,,35,X,X,X,X,X,X,X,X,,X,X,X,S,X,X,X,X,,X,X,X,X,X,X,X,X,,X,X,X,,X,X,X,,,,485891.43,4978709
25_5500-1,5500,,0,846,CWW,2025,6/12/2025,1,8:25:00 AM,,51,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485685.43,4976816.5
25_2837-1,2837,,0,847,CWW,2025,6/12/2025,1,9:03:00 AM,,55,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506932.25,4979605
25_700-1,700,,0,848,CWW,2025,6/12/2025,1,9:27:00 AM,,59,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506523.18,4982424
25_3232-1,3232,,0,741,GRH,2025,5/14/2025,1,6:52:00 AM,,50,4,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491194.15,4951493
25_2584-1,2584,,0,742,GRH,2025,5/14/2025,1,7:17:00 AM,,50,4,,,0,Beets!,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492223.87,4952903
25_2580-1,2580,,0,743,GRH,2025,5/14/2025,1,6:33:00 AM,,50,4,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490528.5,4952145.5
25_3213-1,3213,,0,744,GRH,2025,5/14/2025,1,6:04:00 AM,,49,4,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493102.81,4947722.5
25_4272-1,4272,,0,745,GRH,2025,5/15/2025,2,5:52:00 AM,,47,2,,,0,I think bird was beyond hedgerow in green field (with beans?),1,913,1,M,A,,,,,,165,X,S,S,S,X,S,S,S,,S,S,S,S,X,X,X,X,,X,X,X,X,X,X,X,X,,X,X,X,,X,X,X,,,,481904.68,4968342.5
25_4492-1,4492,,0,746,CWW,2025,5/20/2025,1,7:58:00 AM,,47,2,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479301.03,4921614
25_3086-1,3086,,0,747,CWW,2025,5/20/2025,1,8:58:00 AM,,52,2,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481786.28,4907906
25_4197-1,4197,,0,748,CWW,2025,5/20/2025,1,7:12:00 AM,,44,2,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478122.78,4922842
25_4493-1,4493,,0,749,CWW,2025,5/20/2025,1,7:34:00 AM,,46,2,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478651.03,4921619
25_4195-1,4195,,0,750,CWW,2025,5/20/2025,1,6:34:00 AM,,45,2,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478222.46,4924138
25_4196-1,4196,,0,751,CWW,2025,5/20/2025,1,6:51:00 AM,,44,2,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478172.46,4923490
25_4273-1,4273,,0,752,CWW,2025,5/20/2025,1,6:13:00 AM,,45,2,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478920.21,4924745.5
25_3791-1,3791,,0,753,CWW,2025,5/20/2025,1,5:37:00 AM,,44,2,,,0,Dog barking @ minute 10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480982.65,4929629.5
25_3988-1,3988,,0,754,CWW,2025,5/20/2025,1,9:23:00 AM,,51,2,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480839.65,4905471
25_2989-1,2989,,0,755,CWW,2025,5/20/2025,1,9:46:00 AM,,52,2,,,0,"extremely marginal habitat, older hazelnuts",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482360.25,4903365.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
